,CLAVE_MUNICIPIO,MUNICIPIO,CLAVE_ENTIDAD,ENTIDAD,M_LAT,M_LON
1267,244,"SAN MARTÍN TOXPALAN, OAXACA",20,OAXACA,18.1017261,-97.0577377
1268,245,"SAN MARTÍN ZACATEPEC, OAXACA",20,OAXACA,17.8139158,-98.06573952557429
1269,246,"SAN MATEO CAJONOS, OAXACA",20,OAXACA,17.154282799999997,-96.20107429422217
1270,247,"CAPULÁLPAM DE MÉNDEZ, OAXACA",20,OAXACA,17.306111,-96.446111
1271,248,"SAN MATEO DEL MAR, OAXACA",20,OAXACA,16.2103756,-94.9822045
1272,249,"SAN MATEO YOLOXOCHITLÁN, OAXACA",20,OAXACA,18.142222,-96.868056
1273,250,"SAN MATEO ETLATONGO, OAXACA",20,OAXACA,17.4234171,-97.26022488988576
1274,251,"SAN MATEO NEJÁPAM, OAXACA",20,OAXACA,17.655833,-98.416667
1275,252,"SAN MATEO PEÑASCO, OAXACA",20,OAXACA,17.14002605,-97.46546169319726
1276,253,"SAN MATEO PIÑAS, OAXACA",20,OAXACA,15.9748127,-96.34557848874941
1277,254,"SAN MATEO RÍO HONDO, OAXACA",20,OAXACA,16.143333,-96.447778
1278,255,"SAN MATEO SINDIHUI, OAXACA",20,OAXACA,17.001944,-97.351389
1279,256,"SAN MATEO TLAPILTEPEC, OAXACA",20,OAXACA,17.809444,-97.431944
1280,257,"SAN MELCHOR BETAZA, OAXACA",20,OAXACA,17.24210275,-96.1538809252625
1281,258,"SAN MIGUEL ACHIUTLA, OAXACA",20,OAXACA,17.3061407,-97.4891296
1282,259,"SAN MIGUEL AHUEHUETITLÁN, OAXACA",20,OAXACA,17.6706633,-98.3186456
1283,260,"SAN MIGUEL ALOÁPAM, OAXACA",20,OAXACA,17.411111,-96.6925
1284,261,"SAN MIGUEL AMATITLÁN, OAXACA",20,OAXACA,17.891111,-98.023889
1285,262,"SAN MIGUEL AMATLÁN, OAXACA",20,OAXACA,17.199463350000002,-96.45974547497647
1286,263,"SAN MIGUEL COATLÁN, OAXACA",20,OAXACA,16.1692393,-96.68253134097631
1287,264,"SAN MIGUEL CHICAHUA, OAXACA",20,OAXACA,17.6314715,-97.2043587846733
1288,265,"SAN MIGUEL CHIMALAPA, OAXACA",20,OAXACA,16.713333,-94.747778
1289,266,"SAN MIGUEL DEL PUERTO, OAXACA",20,OAXACA,15.9225,-96.174444
1290,267,"SAN MIGUEL DEL RÍO, OAXACA",20,OAXACA,17.320833,-96.567778
1291,268,"SAN MIGUEL EJUTLA, OAXACA",20,OAXACA,16.580833,-96.739444
1292,269,"SAN MIGUEL EL GRANDE, OAXACA",20,OAXACA,17.07382175,-97.60314871589415
1293,270,"SAN MIGUEL HUAUTLA, OAXACA",20,OAXACA,17.753632,-97.14465876199304
1294,271,"SAN MIGUEL MIXTEPEC, OAXACA",20,OAXACA,16.777778,-96.957222
1295,272,"SAN MIGUEL PANIXTLAHUACA, OAXACA",20,OAXACA,16.2601006,-97.378303
1296,273,"SAN MIGUEL PERAS, OAXACA",20,OAXACA,16.938138,-97.0104659
1297,274,"SAN MIGUEL PIEDRAS, OAXACA",20,OAXACA,16.9992448,-97.2327478
1298,275,"SAN MIGUEL QUETZALTEPEC, OAXACA",20,OAXACA,16.972778,-95.759722
1299,276,"SAN MIGUEL SANTA FLOR, OAXACA",20,OAXACA,17.9207392,-96.80166638087479
1300,277,"VILLA SOLA DE VEGA, OAXACA",20,OAXACA,16.571608150000003,-97.1035413668163
1301,278,"SAN MIGUEL SOYALTEPEC, OAXACA",20,OAXACA,18.2508567,-96.43787873221348
1302,279,"SAN MIGUEL SUCHIXTEPEC, OAXACA",20,OAXACA,16.092778,-96.466667
1303,280,"VILLA TALEA DE CASTRO, OAXACA",20,OAXACA,17.361667,-96.248333
1304,281,"SAN MIGUEL TECOMATLÁN, OAXACA",20,OAXACA,17.393056,-97.268056
1305,282,"SAN MIGUEL TENANGO, OAXACA",20,OAXACA,16.266111,-95.595
1306,283,"SAN MIGUEL TEQUIXTEPEC, OAXACA",20,OAXACA,17.801944,-97.340556
1307,284,"SAN MIGUEL TILQUIÁPAM, OAXACA",20,OAXACA,16.780556,-96.581111
1308,285,"SAN MIGUEL TLACAMAMA, OAXACA",20,OAXACA,16.416111,-98.063611
1309,286,"SAN MIGUEL TLACOTEPEC, OAXACA",20,OAXACA,17.454167,-98.005833
1310,287,"SAN MIGUEL TULANCINGO, OAXACA",20,OAXACA,17.7509545,-97.4408557
1311,288,"SAN MIGUEL YOTAO, OAXACA",20,OAXACA,17.3708855,-96.3372006
1312,289,"SAN NICOLÁS, OAXACA",20,OAXACA,16.419444,-96.740556
1313,290,"SAN NICOLÁS HIDALGO, OAXACA",20,OAXACA,17.774331150000002,-98.12215948582286
1314,291,"SAN PABLO COATLÁN, OAXACA",20,OAXACA,16.223056,-96.7825
1315,292,"SAN PABLO CUATRO VENADOS, OAXACA",20,OAXACA,16.9824422,-96.891247
1316,293,"SAN PABLO ETLA, OAXACA",20,OAXACA,17.155047,-96.74292056488522
1317,294,"SAN PABLO HUITZO, OAXACA",20,OAXACA,17.2777969,-96.8866692
1318,295,"SAN PABLO HUIXTEPEC, OAXACA",20,OAXACA,16.8196711,-96.7821359
1319,296,"SAN PABLO MACUILTIANGUIS, OAXACA",20,OAXACA,17.5343289,-96.5532525
1320,297,"SAN PABLO TIJALTEPEC, OAXACA",20,OAXACA,17.00435095,-97.47253317593803
1321,298,"SAN PABLO VILLA DE MITLA, OAXACA",20,OAXACA,16.920833,-96.361667
1322,299,"SAN PABLO YAGANIZA, OAXACA",20,OAXACA,17.145666,-96.2291936
1323,300,"SAN PEDRO AMUZGOS, OAXACA",20,OAXACA,16.6537721,-98.0896939
1324,301,"SAN PEDRO APÓSTOL, OAXACA",20,OAXACA,16.7345345,-96.7260627
1325,302,"SAN PEDRO ATOYAC, OAXACA",20,OAXACA,16.488056,-97.985556
1326,303,"SAN PEDRO CAJONOS, OAXACA",20,OAXACA,17.16456805,-96.26365416187288
1327,304,"SAN PEDRO COXCALTEPEC CÁNTAROS, OAXACA",20,OAXACA,17.53109865,-97.14510833217392
1328,305,"SAN PEDRO COMITANCILLO, OAXACA",20,OAXACA,16.490278,-95.159722
1329,306,"SAN PEDRO EL ALTO, OAXACA",20,OAXACA,16.0346455,-96.473762
1330,307,"SAN PEDRO HUAMELULA, OAXACA",20,OAXACA,16.0289563,-95.668661
1331,308,"SAN PEDRO HUILOTEPEC, OAXACA",20,OAXACA,16.243889,-95.15
1332,309,"SAN PEDRO IXCATLÁN, OAXACA",20,OAXACA,18.144722,-96.51
1333,310,"SAN PEDRO IXTLAHUACA, OAXACA",20,OAXACA,17.063056,-96.818056
1334,311,"SAN PEDRO JALTEPETONGO, OAXACA",20,OAXACA,17.688611,-97.033889
1335,312,"SAN PEDRO JICAYÁN, OAXACA",20,OAXACA,16.4644579,-98.03868812178754
1336,313,"SAN PEDRO JOCOTIPAC, OAXACA",20,OAXACA,17.768611,-97.079444
1337,314,"SAN PEDRO JUCHATENGO, OAXACA",20,OAXACA,16.3519144,-97.0951458
1338,315,"SAN PEDRO MÁRTIR, OAXACA",20,OAXACA,16.7445331,-96.7115175
1339,316,"SAN PEDRO MÁRTIR QUIECHAPA, OAXACA",20,OAXACA,16.4148653,-96.2473904
1340,317,"SAN PEDRO MÁRTIR YUCUXACO, OAXACA",20,OAXACA,17.452083299999998,-97.64859093752713
1341,318,"SAN PEDRO MIXTEPEC, OAXACA",20,OAXACA,15.946232049999999,-97.0708388884558
1342,319,"SAN PEDRO MIXTEPEC, OAXACA",20,OAXACA,15.946232049999999,-97.0708388884558
1343,320,"SAN PEDRO MOLINOS, OAXACA",20,OAXACA,17.10183825,-97.55109654422424
1344,321,"SAN PEDRO NOPALA, OAXACA",20,OAXACA,17.8134095,-97.56777445130766
1345,322,"SAN PEDRO OCOPETATILLO, OAXACA",20,OAXACA,18.184167,-96.912778
1346,323,"SAN PEDRO OCOTEPEC, OAXACA",20,OAXACA,16.954167,-95.844444
1347,324,"SAN PEDRO POCHUTLA, OAXACA",20,OAXACA,15.744444,-96.465278
1348,325,"SAN PEDRO QUIATONI, OAXACA",20,OAXACA,16.7829817,-96.0308237
1349,326,"SAN PEDRO SOCHIÁPAM, OAXACA",20,OAXACA,17.8275,-96.662222
1350,327,"SAN PEDRO TAPANATEPEC, OAXACA",20,OAXACA,16.3037258,-94.28523357295134
1351,328,"SAN PEDRO TAVICHE, OAXACA",20,OAXACA,16.636389,-96.537222
1352,329,"SAN PEDRO TEOZACOALCO, OAXACA",20,OAXACA,17.0166709,-97.2861607
1353,330,"SAN PEDRO TEUTILA, OAXACA",20,OAXACA,17.9757016,-96.7048697
1354,331,"SAN PEDRO TIDAÁ, OAXACA",20,OAXACA,17.3363265,-97.38970716762543
1355,332,"SAN PEDRO TOPILTEPEC, OAXACA",20,OAXACA,17.436111,-97.344444
1356,333,"SAN PEDRO TOTOLÁPAM, OAXACA",20,OAXACA,16.6661327,-96.3020302
1357,334,"VILLA DE TUTUTEPEC, OAXACA",20,OAXACA,16.1303062,-97.6080871
1358,335,"SAN PEDRO YANERI, OAXACA",20,OAXACA,17.418611,-96.354444
1359,336,"SAN PEDRO YÓLOX, OAXACA",20,OAXACA,17.633764749999997,-96.46231274079813
1360,337,"SAN PEDRO Y SAN PABLO AYUTLA, OAXACA",20,OAXACA,17.0351314,-96.13245782219045
1361,338,"VILLA DE ETLA, OAXACA",20,OAXACA,17.2057678,-96.7981939
1362,339,"SAN PEDRO Y SAN PABLO TEPOSCOLULA, OAXACA",20,OAXACA,17.510556,-97.488333
1363,340,"SAN PEDRO Y SAN PABLO TEQUIXTEPEC, OAXACA",20,OAXACA,18.060278,-97.718889
1364,341,"SAN PEDRO YUCUNAMA, OAXACA",20,OAXACA,17.579145150000002,-97.47976430666708
1365,342,"SAN RAYMUNDO JALPAN, OAXACA",20,OAXACA,16.970556,-96.755278
1366,343,"SAN SEBASTIÁN ABASOLO, OAXACA",20,OAXACA,16.993333,-96.588333
1367,344,"SAN SEBASTIÁN COATLÁN, OAXACA",20,OAXACA,16.10327745,-96.86992326533837
1368,345,"SAN SEBASTIÁN IXCAPA, OAXACA",20,OAXACA,16.5436108,-98.144849
1369,346,"SAN SEBASTIÁN NICANANDUTA, OAXACA",20,OAXACA,17.516667,-97.684722
1370,347,"SAN SEBASTIÁN RÍO HONDO, OAXACA",20,OAXACA,16.2020378,-96.42035776712964
1371,348,"SAN SEBASTIÁN TECOMAXTLAHUACA, OAXACA",20,OAXACA,17.3475166,-98.09145357408238
1372,349,"SAN SEBASTIÁN TEITIPAC, OAXACA",20,OAXACA,16.9479128,-96.63086091026585
1373,350,"SAN SEBASTIÁN TUTLA, OAXACA",20,OAXACA,17.059722,-96.672222
1374,351,"SAN SIMÓN ALMOLONGAS, OAXACA",20,OAXACA,16.407222,-96.718889
1375,352,"SAN SIMÓN ZAHUATLÁN, OAXACA",20,OAXACA,17.8368863,-97.99359124438809
1376,353,"SANTA ANA, OAXACA",20,OAXACA,16.340556,-96.7175
1377,354,"SANTA ANA ATEIXTLAHUACA, OAXACA",20,OAXACA,18.21988655,-96.88876091056169
1378,355,"SANTA ANA CUAUHTÉMOC, OAXACA",20,OAXACA,17.983333,-96.795278
1379,356,"SANTA ANA DEL VALLE, OAXACA",20,OAXACA,16.993611,-96.471667
1380,357,"SANTA ANA TAVELA, OAXACA",20,OAXACA,16.6076102,-95.87920323277868
1381,358,"SANTA ANA TLAPACOYAN, OAXACA",20,OAXACA,16.743056,-96.836944
1382,359,"SANTA ANA YARENI, OAXACA",20,OAXACA,17.3970499,-96.611031
1383,360,"SANTA ANA ZEGACHE, OAXACA",20,OAXACA,16.8375264,-96.7255525
1384,361,"SANTA CATALINA QUIERÍ, OAXACA",20,OAXACA,16.319722,-96.266944
1385,362,"SANTA CATARINA CUIXTLA, OAXACA",20,OAXACA,16.304444,-96.645278
1386,363,"SANTA CATARINA IXTEPEJI, OAXACA",20,OAXACA,17.2663403,-96.5625399
1387,364,"SANTA CATARINA JUQUILA, OAXACA",20,OAXACA,16.2371781,-97.2911083
1388,365,"SANTA CATARINA LACHATAO, OAXACA",20,OAXACA,17.2684956,-96.4728079
1389,366,"SANTA CATARINA LOXICHA, OAXACA",20,OAXACA,16.066823149999998,-96.71305529186634
1390,367,"SANTA CATARINA MECHOACÁN, OAXACA",20,OAXACA,16.3356704,-97.8355524
1391,368,"SANTA CATARINA MINAS, OAXACA",20,OAXACA,16.7775,-96.615
1392,369,"SANTA CATARINA QUIANÉ, OAXACA",20,OAXACA,16.880278,-96.740833
1393,370,"SANTA CATARINA TAYATA, OAXACA",20,OAXACA,17.3477729,-97.55839
1394,371,"SANTA CATARINA TICUÁ, OAXACA",20,OAXACA,17.055583050000003,-97.53674072626733
1395,372,"SANTA CATARINA YOSONOTÚ, OAXACA",20,OAXACA,17.0045392,-97.67141549893714
1396,373,"SANTA CATARINA ZAPOQUILA, OAXACA",20,OAXACA,18.0643963,-97.6023164
1397,374,"SANTA CRUZ ACATEPEC, OAXACA",20,OAXACA,18.161111,-96.875
1398,375,"SANTA CRUZ AMILPAS, OAXACA",20,OAXACA,17.058333,-96.683333
1399,376,"SANTA CRUZ DE BRAVO, OAXACA",20,OAXACA,17.579722,-98.223611
1400,377,"SANTA CRUZ ITUNDUJIA, OAXACA",20,OAXACA,16.757442249999997,-97.67366647436758
1401,378,"SANTA CRUZ MIXTEPEC, OAXACA",20,OAXACA,16.78110985,-96.8555502336245
1402,379,"SANTA CRUZ NUNDACO, OAXACA",20,OAXACA,17.155110049999998,-97.72285188352669
1403,380,"SANTA CRUZ PAPALUTLA, OAXACA",20,OAXACA,16.9577928,-96.5831393
1404,381,"SANTA CRUZ TACACHE DE MINA, OAXACA",20,OAXACA,17.827222,-98.149444
1405,382,"SANTA CRUZ TACAHUA, OAXACA",20,OAXACA,16.919583,-97.46309478933861
1406,383,"SANTA CRUZ TAYATA, OAXACA",20,OAXACA,17.376083649999998,-97.57792327094705
1407,384,"SANTA CRUZ XITLA, OAXACA",20,OAXACA,16.321389,-96.672222
1408,385,"SANTA CRUZ XOXOCOTLÁN, OAXACA",20,OAXACA,17.026389,-96.733333
1409,386,"SANTA CRUZ ZENZONTEPEC, OAXACA",20,OAXACA,16.470559299999998,-97.47428739762573
1410,387,"SANTA GERTRUDIS, OAXACA",20,OAXACA,16.786667,-96.797222
1411,388,"SANTA INÉS DEL MONTE, OAXACA",20,OAXACA,16.925833,-96.861944
1412,389,"SANTA INÉS YATZECHE, OAXACA",20,OAXACA,16.808889,-96.755833
1413,390,"SANTA LUCÍA DEL CAMINO, OAXACA",20,OAXACA,17.0625,-96.693333
1414,391,"SANTA LUCÍA MIAHUATLÁN, OAXACA",20,OAXACA,16.185278,-96.618056
1415,392,"SANTA LUCÍA MONTEVERDE, OAXACA",20,OAXACA,16.95532905,-97.7213274409925
1416,393,"SANTA LUCÍA OCOTLÁN, OAXACA",20,OAXACA,16.7378195,-96.6795441
1417,394,"SANTA MARÍA ALOTEPEC, OAXACA",20,OAXACA,17.093056,-95.854722
1418,395,"SANTA MARÍA APAZCO, OAXACA",20,OAXACA,17.6259837,-97.07939829806381
1419,396,"SANTA MARÍA LA ASUNCIÓN, OAXACA",20,OAXACA,18.107222,-96.819167
1420,397,"HEROICA CIUDAD DE TLAXIACO, OAXACA",20,OAXACA,17.269444,-97.679167
1421,398,"AYOQUEZCO DE ALDAMA, OAXACA",20,OAXACA,16.685,-96.843056
1422,399,"SANTA MARÍA ATZOMPA, OAXACA",20,OAXACA,17.0852576,-96.79268668376186
1423,400,"SANTA MARÍA CAMOTLÁN, OAXACA",20,OAXACA,17.898611,-97.693056
1424,401,"SANTA MARÍA COLOTEPEC, OAXACA",20,OAXACA,15.85143395,-96.93960288751222
1425,402,"SANTA MARÍA CORTIJO, OAXACA",20,OAXACA,16.450833,-98.285556
1426,403,"SANTA MARÍA COYOTEPEC, OAXACA",20,OAXACA,16.9716988,-96.71080424404754
1427,404,"SANTA MARÍA CHACHOÁPAM, OAXACA",20,OAXACA,17.5743899,-97.23936246772547
1428,405,"VILLA DE CHILAPA DE DÍAZ, OAXACA",20,OAXACA,17.59496045,-97.6503227029273
1429,406,"SANTA MARÍA CHILCHOTLA, OAXACA",20,OAXACA,18.288940699999998,-96.738957687528
1430,407,"SANTA MARÍA CHIMALAPA, OAXACA",20,OAXACA,16.94032285,-94.35892064561423
1431,408,"SANTA MARÍA DEL ROSARIO, OAXACA",20,OAXACA,17.3518661,-97.5941209
1432,409,"SANTA MARÍA DEL TULE, OAXACA",20,OAXACA,17.0476822,-96.6334574
1433,410,"SANTA MARÍA ECATEPEC, OAXACA",20,OAXACA,16.221922,-95.98122458812492
1434,411,"SANTA MARÍA GUELACÉ, OAXACA",20,OAXACA,17.0018312,-96.6039162
1435,412,"SANTA MARÍA GUIENAGATI, OAXACA",20,OAXACA,16.7375,-95.354167
1436,413,"SANTA MARÍA HUATULCO, OAXACA",20,OAXACA,15.8220916,-96.20598594305577
1437,414,"SANTA MARÍA HUAZOLOTITLÁN, OAXACA",20,OAXACA,16.19150835,-97.92389825324817
1438,415,"SANTA MARÍA IPALAPA, OAXACA",20,OAXACA,16.635556,-98.032778
1439,416,"SANTA MARÍA IXCATLÁN, OAXACA",20,OAXACA,17.852778,-97.192778
1440,417,"SANTA MARÍA JACATEPEC, OAXACA",20,OAXACA,17.867954750000003,-96.20397756003325
1441,418,"SANTA MARÍA JALAPA DEL MARQUÉS, OAXACA",20,OAXACA,16.4403557,-95.4448148
1442,419,"SANTA MARÍA JALTIANGUIS, OAXACA",20,OAXACA,17.3628728,-96.5282767
1443,420,"SANTA MARÍA LACHIXÍO, OAXACA",20,OAXACA,16.726944,-97.018889
1444,421,"SANTA MARÍA MIXTEQUILLA, OAXACA",20,OAXACA,16.374444,-95.259722
1445,422,"SANTA MARÍA NATIVITAS, OAXACA",20,OAXACA,17.661111,-97.333333
1446,423,"SANTA MARÍA NDUAYACO, OAXACA",20,OAXACA,17.40331405,-97.50338409778081
1447,424,"SANTA MARÍA OZOLOTEPEC, OAXACA",20,OAXACA,16.097647000000002,-96.35368358570354
1448,425,"SANTA MARÍA PÁPALO, OAXACA",20,OAXACA,17.7825,-96.797222
1449,426,"SANTA MARÍA PEÑOLES, OAXACA",20,OAXACA,17.077778,-97.001389
1450,427,"SANTA MARÍA PETAPA, OAXACA",20,OAXACA,16.821667,-95.119722
1451,428,"SANTA MARÍA QUIEGOLANI, OAXACA",20,OAXACA,16.275833,-96.051389
1452,429,"SANTA MARÍA SOLA, OAXACA",20,OAXACA,16.565833,-97.012778
1453,430,"SANTA MARÍA TATALTEPEC, OAXACA",20,OAXACA,17.1365139,-97.39885790668859
1454,431,"SANTA MARÍA TECOMAVACA, OAXACA",20,OAXACA,17.955556,-97.023611
1455,432,"SANTA MARÍA TEMAXCALAPA, OAXACA",20,OAXACA,17.380556,-96.161111
1456,433,"SANTA MARÍA TEMAXCALTEPEC, OAXACA",20,OAXACA,16.162778,-97.194444
1457,434,"SANTA MARÍA TEOPOXCO, OAXACA",20,OAXACA,18.166111,-96.954722
1458,435,"SANTA MARÍA TEPANTLALI, OAXACA",20,OAXACA,16.9426263,-95.9890719871645
1459,436,"SANTA MARÍA TEXCATITLÁN, OAXACA",20,OAXACA,17.7125,-97.066667
1460,437,"SANTA MARÍA TLAHUITOLTEPEC, OAXACA",20,OAXACA,17.0959285,-96.063495
1461,438,"SANTA MARÍA TLALIXTAC, OAXACA",20,OAXACA,17.949444,-96.7375
1462,439,"SANTA MARÍA TONAMECA, OAXACA",20,OAXACA,15.745833,-96.547222
1463,440,"SANTA MARÍA TOTOLAPILLA, OAXACA",20,OAXACA,16.6,-95.625
1464,441,"SANTA MARÍA XADANI, OAXACA",20,OAXACA,16.3604004,-95.0177546
1465,442,"SANTA MARÍA YALINA, OAXACA",20,OAXACA,17.238889,-96.261944
1466,443,"SANTA MARÍA YAVESÍA, OAXACA",20,OAXACA,17.234167,-96.429444
1467,444,"SANTA MARÍA YOLOTEPEC, OAXACA",20,OAXACA,16.25,-97.185556
1468,445,"SANTA MARÍA YOSOYÚA, OAXACA",20,OAXACA,17.108316100000003,-97.49922430005105
1469,446,"SANTA MARÍA YUCUHITI, OAXACA",20,OAXACA,17.02705325,-97.80148209631508
1470,447,"SANTA MARÍA ZACATEPEC, OAXACA",20,OAXACA,16.7625,-97.989167
1471,448,"SANTA MARÍA ZANIZA, OAXACA",20,OAXACA,16.63321945,-97.3474700809495
1472,449,"SANTA MARÍA ZOQUITLÁN, OAXACA",20,OAXACA,16.558333,-96.353056
1473,450,"SANTIAGO AMOLTEPEC, OAXACA",20,OAXACA,16.64916715,-97.52165337423686
1474,451,"SANTIAGO APOALA, OAXACA",20,OAXACA,17.647222,-97.136111
1475,452,"SANTIAGO APÓSTOL, OAXACA",20,OAXACA,16.804167,-96.722222
1476,453,"SANTIAGO ASTATA, OAXACA",20,OAXACA,15.986667,-95.673889
1477,454,"SANTIAGO ATITLÁN, OAXACA",20,OAXACA,17.08972655,-95.92704868776718
1478,455,"SANTIAGO AYUQUILILLA, OAXACA",20,OAXACA,17.934167,-97.958056
1479,456,"SANTIAGO CACALOXTEPEC, OAXACA",20,OAXACA,17.720833,-97.741667
1480,457,"SANTIAGO CAMOTLÁN, OAXACA",20,OAXACA,17.444444,-96.184722
1481,458,"SANTIAGO COMALTEPEC, OAXACA",20,OAXACA,17.565,-96.548333
1482,459,"VILLA DE SANTIAGO CHAZUMBA, OAXACA",20,OAXACA,18.178374050000002,-97.69942676981478
1483,460,"SANTIAGO CHOÁPAM, OAXACA",20,OAXACA,17.361111,-95.922222
1484,461,"SANTIAGO DEL RÍO, OAXACA",20,OAXACA,17.683056,-97.666389
1485,462,"SANTIAGO HUAJOLOTITLÁN, OAXACA",20,OAXACA,17.825556,-97.731389
1486,463,"SANTIAGO HUAUCLILLA, OAXACA",20,OAXACA,17.4908598,-97.04396594134104
1487,464,"SANTIAGO IHUITLÁN PLUMAS, OAXACA",20,OAXACA,17.88056805,-97.43215440712177
1488,465,"SANTIAGO IXCUINTEPEC, OAXACA",20,OAXACA,16.934444,-95.621389
1489,466,"SANTIAGO IXTAYUTLA, OAXACA",20,OAXACA,16.565,-97.6525
1490,467,"SANTIAGO JAMILTEPEC, OAXACA",20,OAXACA,16.2822329,-97.8223827
1491,468,"SANTIAGO JOCOTEPEC, OAXACA",20,OAXACA,17.6488395,-95.9876098896899
1492,469,"SANTIAGO JUXTLAHUACA, OAXACA",20,OAXACA,17.208558,-98.03835236545885
1493,470,"SANTIAGO LACHIGUIRI, OAXACA",20,OAXACA,16.685556,-95.530556
1494,471,"SANTIAGO LALOPA, OAXACA",20,OAXACA,17.4177857,-96.2484081
1495,472,"SANTIAGO LAOLLAGA, OAXACA",20,OAXACA,16.584722,-95.205556
1496,473,"SANTIAGO LAXOPA, OAXACA",20,OAXACA,17.216944,-96.311111
1497,474,"SANTIAGO LLANO GRANDE, OAXACA",20,OAXACA,16.488333,-98.289722
1498,475,"SANTIAGO MATATLÁN, OAXACA",20,OAXACA,16.864722,-96.383611
1499,476,"SANTIAGO MILTEPEC, OAXACA",20,OAXACA,17.983889,-97.688889
1500,477,"SANTIAGO MINAS, OAXACA",20,OAXACA,16.425278,-97.227778
1501,478,"SANTIAGO NACALTEPEC, OAXACA",20,OAXACA,17.503056,-96.9175
1502,479,"SANTIAGO NEJAPILLA, OAXACA",20,OAXACA,17.4201288,-97.3714291
1503,480,"SANTIAGO NUNDICHE, OAXACA",20,OAXACA,17.3366648,-97.70446281374726
1504,481,"SANTIAGO NUYOÓ, OAXACA",20,OAXACA,17.01029715,-97.74942831780298
1505,482,"SANTIAGO PINOTEPA NACIONAL, OAXACA",20,OAXACA,16.2961977,-98.1602324187746
1506,483,"SANTIAGO SUCHILQUITONGO, OAXACA",20,OAXACA,17.2500051,-96.8670532
1507,484,"SANTIAGO TAMAZOLA, OAXACA",20,OAXACA,17.669444,-98.221667
1508,485,"SANTIAGO TAPEXTLA, OAXACA",20,OAXACA,16.339722,-98.448056
1509,486,"VILLA TEJÚPAM DE LA UNIÓN, OAXACA",20,OAXACA,17.6625,-97.470833
1510,487,"SANTIAGO TENANGO, OAXACA",20,OAXACA,17.3242398,-97.0048191
1511,488,"SANTIAGO TEPETLAPA, OAXACA",20,OAXACA,17.7827039,-97.4003442
1512,489,"SANTIAGO TETEPEC, OAXACA",20,OAXACA,16.321111,-97.747778
1513,490,"SANTIAGO TEXCALCINGO, OAXACA",20,OAXACA,18.207222,-96.968056
1514,491,"SANTIAGO TEXTITLÁN, OAXACA",20,OAXACA,16.691111,-97.259722
1515,492,"SANTIAGO TILANTONGO, OAXACA",20,OAXACA,17.19646245,-97.37071038111756
1516,493,"SANTIAGO TILLO, OAXACA",20,OAXACA,17.4594897,-97.319786
1517,494,"SANTIAGO TLAZOYALTEPEC, OAXACA",20,OAXACA,17.0285507,-96.97616203209185
1518,495,"SANTIAGO XANICA, OAXACA",20,OAXACA,16.017160099999998,-96.25293348377119
1519,496,"SANTIAGO XIACUÍ, OAXACA",20,OAXACA,17.2925,-96.431944
1520,497,"SANTIAGO YAITEPEC, OAXACA",20,OAXACA,16.225556,-97.269167
1521,498,"SANTIAGO YAVEO, OAXACA",20,OAXACA,17.487628800000003,-95.48020547351437
1522,499,"SANTIAGO YOLOMÉCATL, OAXACA",20,OAXACA,17.4726457,-97.5705244
1523,500,"SANTIAGO YOSONDÚA, OAXACA",20,OAXACA,16.872222,-97.576389
1524,501,"SANTIAGO YUCUYACHI, OAXACA",20,OAXACA,17.6078456,-98.1964905
1525,502,"SANTIAGO ZACATEPEC, OAXACA",20,OAXACA,17.20288865,-95.90243944673807
1526,503,"SANTIAGO ZOOCHILA, OAXACA",20,OAXACA,17.22,-96.241667
1527,504,"NUEVO ZOQUIÁPAM, OAXACA",20,OAXACA,17.289444,-96.620556
1528,505,"SANTO DOMINGO INGENIO, OAXACA",20,OAXACA,16.5881347,-94.7652851
1529,506,"SANTO DOMINGO ALBARRADAS, OAXACA",20,OAXACA,17.066667,-96.2
1530,507,"SANTO DOMINGO ARMENTA, OAXACA",20,OAXACA,16.331944,-98.377778
1531,508,"SANTO DOMINGO CHIHUITÁN, OAXACA",20,OAXACA,16.588889,-95.161667
1532,509,"SANTO DOMINGO DE MORELOS, OAXACA",20,OAXACA,15.834444,-96.666944
1533,510,"SANTO DOMINGO IXCATLÁN, OAXACA",20,OAXACA,16.909099400000002,-97.52444957570941
1534,511,"SANTO DOMINGO NUXAÁ, OAXACA",20,OAXACA,17.220833,-97.120556
1535,512,"SANTO DOMINGO OZOLOTEPEC, OAXACA",20,OAXACA,16.17573755,-96.32153880580393
1536,513,"SANTO DOMINGO PETAPA, OAXACA",20,OAXACA,16.8179345,-95.1394955
1537,514,"SANTO DOMINGO ROAYAGA, OAXACA",20,OAXACA,17.3330146,-96.06398565357502
1538,515,"SANTO DOMINGO TEHUANTEPEC, OAXACA",20,OAXACA,16.18895985,-95.39602730678548
1539,516,"SANTO DOMINGO TEOJOMULCO, OAXACA",20,OAXACA,16.588611,-97.225833
1540,517,"SANTO DOMINGO TEPUXTEPEC, OAXACA",20,OAXACA,16.955556,-96.055278
1541,518,"SANTO DOMINGO TLATAYÁPAM, OAXACA",20,OAXACA,17.406667,-97.346111
1542,519,"SANTO DOMINGO TOMALTEPEC, OAXACA",20,OAXACA,17.060556,-96.622778
1543,520,"SANTO DOMINGO TONALÁ, OAXACA",20,OAXACA,17.6748393,-97.9638261
1544,521,"SANTO DOMINGO TONALTEPEC, OAXACA",20,OAXACA,17.6153384,-97.35070719874484
